asr_prompt,input_evasion,asr_response,asr_both,at_least_one_success,consistent_success,scenario
44.666666666666664,55.333333333333336,2.666666666666667,6.533333333333332,17.36111111111111,4.166666666666666,It_Ratio_0.8_Balanced_FuncOnly
47.333333333333336,52.666666666666664,0.9333333333333335,4.533333333333333,14.184397163120568,2.127659574468085,It_Ratio_0.8_Arabic_Dom_FuncOnly
51.33333333333333,48.66666666666667,3.3333333333333335,8.266666666666666,19.148936170212767,5.673758865248227,It_Ratio_0.8_Greek_Dom_FuncOnly
48.66666666666667,51.33333333333333,2.533333333333333,10.8,24.822695035460992,7.801418439716312,It_Ratio_0.8_Spanish_Dom_FuncOnly
40.0,60.0,2.933333333333333,7.466666666666668,22.302158273381295,4.316546762589928,It_Ratio_0.8_Japanese_Dom_FuncOnly
59.333333333333336,40.666666666666664,0.4,5.066666666666666,12.837837837837837,2.7027027027027026,En_Ratio_0.8_Balanced_FuncOnly
56.666666666666664,43.333333333333336,0.26666666666666666,4.666666666666667,11.888111888111888,2.797202797202797,En_Ratio_0.8_Arabic_Dom_FuncOnly
56.666666666666664,43.333333333333336,0.0,4.533333333333333,10.273972602739725,4.10958904109589,En_Ratio_0.8_Greek_Dom_FuncOnly
60.0,40.0,0.4,5.733333333333333,13.380281690140844,5.633802816901409,En_Ratio_0.8_Spanish_Dom_FuncOnly
45.33333333333333,54.666666666666664,0.26666666666666666,5.866666666666666,10.416666666666668,4.861111111111112,En_Ratio_0.8_Japanese_Dom_FuncOnly
